,name,country,city,address,hotel.name,review,rating,impression,expectation,bert_impression
1273,Hotel Indigo Atlanta Downtown,US,Atlanta,230 Peachtree St Nw,Hotel Indigo Atlanta Downtown,"I had the pleasure to stay in hotel Indigo,downtown Atlanta!spacious room,Nice bathroom and clean towels!breakfast was great!choices,choices!but what was even better was the friendly staff throughout the hotel!helpfull and friendly!location is wonderfull,close to shops,restaurants,AirPort!i had a Good time in Hotel Indigo and i Will be...More",5,positive,positive,positive
1274,Hotel Indigo Atlanta Downtown,US,Atlanta,230 Peachtree St Nw,Hotel Indigo Atlanta Downtown,"My stay at the hotel was for a girls getaway. Check in was fast. The staff were pleasant. I experienced some trouble printing tickets to a concert I was attending, but the staff were helpful in assisting me from the front desk. It was centrally...More",4,positive,positive,positive
1275,Hotel Indigo Atlanta Downtown,US,Atlanta,230 Peachtree St Nw,Hotel Indigo Atlanta Downtown,"We got a great price on The room. It was clean, spacious, and extremely comfortable. The staff and management were all very accommodating. The bartender made delicious drinks and was also extremely knowledgable of the area. You can't hope for a better location in Atlanta...More",5,positive,positive,positive
1276,Hotel Indigo Atlanta Downtown,US,Atlanta,230 Peachtree St Nw,Hotel Indigo Atlanta Downtown,"Very nice, modern hotel. The staff was incredibly friendly and helpful. The bar was very nice with excellent specially cocktails. Valet parking is very expensive!! It's much cheaper to park in a nearby deck and walk over to the hotel. Other than this, no complaints!More",3,neutral,positive,positive
1277,Hotel Indigo Atlanta Downtown,US,Atlanta,230 Peachtree St Nw,Hotel Indigo Atlanta Downtown,Nice hotel with good downtown location. The only odd thing is that you have to switch elevators at the second floor to get up to the higher floors. The lobby elevator only goes up to the second floor,4,positive,positive,positive
1278,Hotel Indigo Atlanta Downtown,US,Atlanta,230 Peachtree St Nw,Hotel Indigo Atlanta Downtown,I'm an IHG gold member. I've stayed at indigos in several locations. I was excited about this weekend getaway. I requested top floor. Didn't get it. I requested extra pillows didn't get it. I requested champagne be sent to the room and billed and was...More,2,negative,negative,negative
1279,Falling Waters River Resort,US,Kernville,15729 Sierra Way,Falling Waters River Resort,"I've stayed at Falling Waters Resorts a half dozen times in the last three years. The rooms are clean, the location is great, and the property is located next to the Kern River. Many of the rooms have bbqs, good kitchenettes, and outdoor seating. Kernville proper is just five minutes away, and outdoor access (rafting, hiking, mountain biking) is all... More",5,positive,positive,positive
1280,Econo Lodge Lewiston,US,Lewiston,1021 Main St,Econo Lodge Lewiston,"This hotel is located right on Main St. It is, however,quite outdated, but the rooms were clean and the bed was comfortable. Pastries for breakfast and no decaf coffee. Four stars only because of that.",4,positive,positive,positive
1281,Fairfield Inn by Marriott Port Huron,US,Port Huron,1635 Yeager Street,Fairfield Inn by Marriott Port Huron,This hotel had great customer service. The room was clean and the bed was comfortable. Affordable rates. We were also impressed with the selection at the continental breakfast. Good food and coffee/tea choices.,5,positive,positive,positive
1282,Fairfield Inn by Marriott Port Huron,US,Port Huron,1635 Yeager Street,Fairfield Inn by Marriott Port Huron,The Marriot always exceeds my expectation. The service is friendly and the breakfast was pretty darn good. The rooms were clean with a microwave and a fridge. This is our go to hotel when we go over the border shopping.,4,positive,positive,positive
1283,Fairfield Inn by Marriott Port Huron,US,Port Huron,1635 Yeager Street,Fairfield Inn by Marriott Port Huron,Stayed here for a week at the beginning of May and one week at the end of May. Staff are very friendly. Room always cleaned with nothing missed. Extra towels was no problem. Breakfast was simple but good.,5,positive,positive,positive
1284,Hilton Garden Inn Chesterton,US,Chesterton,501 Gateway Blvd N,Hilton Garden Inn Chesterton,"The Hilton Garden Inn, is a beautiful, well maintained hotel. Ideal location in Chesterton, Indiana close to all. Nice meeting space and pretty outdoor areas as well. The lobby is cozy, modern and ideal.",5,positive,positive,positive
1285,The Modern Hotel and Bar,US,Boise,1314 W Grove St,The Modern Hotel and Bar,"Great stay as always. Love being able to use a bike while I'm there... Food and bar area are the best in town in my opinion, great staff. The cars a block north race a bit and cruise thru town at night and my window was facing that street so heard that for too long at night, same cars with... More",5,positive,positive,positive
1286,The Modern Hotel and Bar,US,Boise,1314 W Grove St,The Modern Hotel and Bar,"Modern has redone their hotel and it looks and feels brand new, and totally-Modern . The Cocktails were excellent and food great--All the service was exceptional and our bed was so comfortable we actually looked at the brand it was.",4,positive,positive,positive
1287,The Modern Hotel and Bar,US,Boise,1314 W Grove St,The Modern Hotel and Bar,"The staff are friendly and helpful. We had pre wedding photos taken in the lobby, bar and outside and everyone was happy to be helpful in any way possible. The room was great! The bathroom was outstanding and our friends loved the bar. I cant say enough good things. We have already booked for our anniversary next year.",5,positive,positive,positive
1288,The Modern Hotel and Bar,US,Boise,1314 W Grove St,The Modern Hotel and Bar,"Friendly, clean and very well appointed. Could not ask for more. Although we did not dine there, the food looked excellent as well. Great coffee in the morning. Will definetly return and recommend to friends!",5,positive,positive,positive
1289,The Modern Hotel and Bar,US,Boise,1314 W Grove St,The Modern Hotel and Bar,"We have stayed here before and once again enjoyed our visit. I requested a quiet room this time, and we were there for two week nights, and it was much quieter than our first visit (which was on a weekend with a street front room). The service is superb and the rooms are quite clean. The hotel is within walking... More",4,positive,positive,positive
1290,Luana Waikiki Hotel & Suites,US,Honolulu,2045 Kalakaua Ave,Luana Waikiki Hotel & Suites,"We booked this hotel literally the day we flew out from Australia, as our original flight to Bali was cancelled due to the volcanoe, so suddenly we found ourselves being flown to Honolulu instead. Would not stay here again. We arrived at 8.30am and were...More",2,negative,negative,negative
1291,Luana Waikiki Hotel & Suites,US,Honolulu,2045 Kalakaua Ave,Luana Waikiki Hotel & Suites,"We only stayed here for 2 nights, but thoroughly enjoyed the hotel. We were upgraded to a room with a full kitchenette and had a very good view from our 10th floor balcony. The fitness centre and pool were well kept and enjoyable. The service...More",5,positive,positive,positive
1292,Luana Waikiki Hotel & Suites,US,Honolulu,2045 Kalakaua Ave,Luana Waikiki Hotel & Suites,The service was great-with a very nice welcome. The hotel rooms were very nice and some include kitchenettes. The location is very good! This was a first-class hotel experience and I would recommend it as a choice hotel. This made our trip to Hawaii very...More,5,positive,positive,positive
1293,Luana Waikiki Hotel & Suites,US,Honolulu,2045 Kalakaua Ave,Luana Waikiki Hotel & Suites,"You cannot beat the location of this hotel. It is clean, and the staff is WAY, WAY ABOVE average for staff at a busy resort city. You sure can find a much more fancy hotel, and one with a fancy restaurant, but you will NEVER...More",5,positive,positive,positive
1294,Luana Waikiki Hotel & Suites,US,Honolulu,2045 Kalakaua Ave,Luana Waikiki Hotel & Suites,"nothing flash, but clean and quiet. Very helpful staff. Close enough to everything, far enough away to be peaceful",4,positive,positive,positive
